timestamp,user_id,product_id,price,quantity,session_time_s,latency_ms,churn
2023-05-17 16:58:17,258,669,119.24848025884944,3,417.1448294057192,21.364211805761574,0
2023-12-14 00:15:26,45,204,12.086053872112412,3,360.9552092462167,46.46560650612646,0
2023-09-25 04:16:00,8461,1682,10.026073254816323,1,592.0041459928168,42.45341598022881,0
2023-08-07 12:14:53,1335,143,28.684478257277974,3,227.1635728440324,61.96435712046131,0
2023-02-26 22:43:23,672,187,22.263005620361564,2,167.84416181727332,129.81103573311273,0
2023-02-26 22:30:43,7001,1512,37.31473913771668,3,544.0634387232221,29.787351862772187,0
2023-01-22 04:48:44,3639,122,52.35392401682756,3,302.02500531696927,221.51408638033385,0
2023-11-13 03:42:10,6086,1374,48.21281161636574,3,286.6908906976423,42.32144691253288,0
2023-08-08 09:46:03,235,1124,71.77441746497108,2,472.99203146239165,384.40354020718246,0
2023-09-16 10:42:56,6835,284,3.49583052519391,1,127.29975868930637,12.29278044401641,0
2023-01-08 12:19:12,3208,949,10.698710849315558,5,189.92079521449105,98.83677719586326,0
2023-12-21 00:24:37,5565,527,118.81814367389525,4,281.0827627977045,168.1227168775547,0
2023-10-31 20:11:51,2401,384,6.955823733127563,4,618.692303673532,89.10188509182959,0
2023-03-19 12:05:26,9610,1579,16.561409199825395,1,92.27051776194816,93.71140303332973,0
2023-03-08 08:47:12,5090,1825,103.1279151069709,2,325.8635216432944,103.59618751629833,0
2023-03-08 22:37:24,7552,898,77.11570735746805,2,136.73997082961023,142.32107188296575,0
2023-04-22 01:09:43,5006,187,16.070736268468806,4,21.664907192983094,68.57430909747447,0
2023-07-11 12:51:58,7491,1032,72.24935688361799,4,165.1806427968503,166.48562772707004,0
2023-06-07 15:50:18,7741,624,21.893096854270592,3,299.32947377575044,87.56861402798815,0
2023-04-17 07:10:02,8632,545,26.298011675528524,4,306.0965565696433,130.72374177800262,0
2023-08-12 07:49:52,5183,1443,50.65041086983565,5,174.3635687069135,44.86169193387041,0
2023-02-20 21:57:58,651,914,18.079689753214588,4,412.25206711630165,5.347951796641345,0
2023-04-17 15:11:13,34,90,32.518311959606734,4,49.6461884224517,60.78012445906615,0
2023-05-14 17:19:47,3033,496,35.54304220861666,1,197.07821960318358,9.720147757874518,0
2023-06-16 11:10:23,7645,1685,11.390267169482819,1,461.73091520626684,76.56821196606028,0
2023-10-14 14:08:29,1111,960,41.97986066307239,2,421.1665343173162,4.898696576336321,0
2023-03-14 21:08:32,8654,1948,17.729737472211113,2,729.9124752559258,41.935361395581765,0
2023-07-07 16:41:37,8514,1748,46.51568036353304,1,449.38699836266164,138.38535518952958,0
2023-08-05 05:33:05,4511,116,47.78473357837764,4,29.079609652297506,458.1567733552005,0
2023-01-17 22:54:20,1875,685,34.98264789515572,2,499.7386236168502,30.28552705078329,0
2023-08-10 18:05:34,3040,1044,31.164671106331166,1,207.87261296076167,14.329166669223007,0
2023-03-04 05:47:28,1257,1915,9.576187387893851,2,604.1639838970518,110.71192484011137,0
2023-01-24 17:51:07,3241,132,42.09001982454229,1,552.5931674374026,28.48959259432916,0
2023-12-13 08:14:14,4264,1316,85.83405019898487,1,10.368504226179368,2.6544713074773987,0
2023-12-19 10:56:11,5270,1378,48.14908521570069,2,354.9479264781789,330.2286950975318,0
2023-10-23 01:33:38,7718,1261,10.528143120114276,2,249.07244453026635,224.48140160714777,0
2023-04-22 04:24:59,1410,1613,40.277859628718915,1,236.73105280650603,22.3756397411948,0
2023-02-05 15:36:27,1833,223,18.67715855804266,2,653.6569237108021,73.82001122519945,0
2023-09-07 17:52:52,2025,436,12.622154996975079,6,324.63460066807323,174.35519081010597,0
2023-06-10 15:44:09,5737,1662,22.62314629928376,4,488.39797790022067,235.8252182955209,0
2023-02-14 13:03:17,4994,1063,59.434205118992416,2,429.60870375506465,92.07701007684987,0
2023-06-30 17:44:59,7635,327,17.911728023773364,1,257.58030405242243,37.8751618853954,0
2023-01-13 13:14:36,4958,1233,33.00539252063062,3,344.79939939945064,127.41371250882025,0
2023-11-28 21:38:48,3214,106,91.89445837373705,3,23.91867522788516,27.861987278202538,0
2023-04-05 10:54:45,6209,652,14.243468372962884,4,206.7916263575426,46.98570221314621,0
2023-08-30 19:41:42,9645,1273,65.4557706227238,3,279.31291876015155,106.0227348903723,0
2023-04-24 18:35:20,6454,567,29.10374361159309,3,273.5836340117246,21.620248928530287,0
2023-07-09 19:47:45,2754,630,64.35772419369331,1,265.13230791345836,116.32750532641245,0
2023-07-19 13:10:55,7329,1886,33.8787590977393,2,168.79117047860547,105.0577772565374,0
2023-03-09 11:19:30,306,688,36.46229864211112,4,255.70867554059203,135.8635664729071,0
2023-12-20 21:33:40,1385,1378,21.121711002213654,3,3.772733652996749,124.74260806494281,0
2023-10-10 22:09:48,3368,470,54.656738440602474,3,687.854127536324,75.5731307563104,0
2023-12-09 22:00:38,1575,725,51.653559792209506,4,38.372540449660676,72.42458559480248,0
2023-11-23 14:41:15,873,265,41.139305335539625,2,227.98360333715652,234.99443229614795,0
2023-08-07 05:36:13,8361,1676,51.30551371589909,2,421.2236240601128,125.97321531015177,0
2023-12-03 11:37:05,5579,1488,25.565519731135446,1,559.0203003642055,185.55249776016615,0
2023-02-02 07:11:39,9796,837,46.03037820682652,5,564.2399578164709,8.679167770676127,0
2023-03-13 12:48:35,1031,851,32.857858147017424,3,337.3316556987595,15.96959938829768,0
2023-01-17 12:11:27,7765,1465,15.059252548493724,2,112.26026998604846,221.97213611547392,0
2023-04-29 17:53:37,9927,1308,12.284949771819791,4,574.7851721877211,37.694322354750135,0
2023-05-22 20:48:47,6732,785,55.32269611881886,3,273.5162001399018,51.30576454234285,0
2023-04-10 01:01:03,6906,534,18.92741632545189,3,25.08034396776975,159.4933335504699,0
2023-10-30 11:44:26,4443,1955,48.996285536060014,2,293.7649013543034,80.09225323837606,0
2023-05-11 05:09:32,3668,369,3.265214791058243,2,234.50218582431935,166.93973136810249,0
2023-04-13 12:59:10,1277,699,41.41720068526759,1,138.74052031491027,61.87403861561139,0
2023-07-18 02:01:03,6554,1743,24.013989002504598,3,337.0460694239227,51.2503859608887,0
2023-02-21 10:29:46,543,1683,16.752392917251736,1,121.5871962280134,181.27172709457056,0
