timestamp,user_id,amount,price,quantity,base_demand
2022-01-01 00:00:00,26591,143.17280767647742,143.17280767647742,3,10.0
2022-01-01 00:01:00,2165,36.60398844463483,36.60398844463483,2,10.023263210094425
2022-01-01 00:02:00,32876,65.28341249999946,65.28341249999946,3,10.046526004348877
2022-01-01 00:03:00,47110,230.64810618620788,230.64810618620788,3,10.069787966931278
2022-01-01 00:04:00,40133,158.7860962930088,158.7860962930088,3,10.093048682025376
2022-01-01 00:05:00,25699,9.232428470366285,9.232428470366285,4,10.11630773383864
2022-01-01 00:06:00,43539,63.439609223427915,63.439609223427915,2,10.139564706610173
2022-01-01 00:07:00,32313,21.086705940470388,21.086705940470388,1,10.162819184618607
2022-01-01 00:08:00,44218,22.126614239422505,22.126614239422505,3,10.186070752190021
2022-01-01 00:09:00,49741,36.98818369111172,36.98818369111172,2,10.209318993705843
2022-01-01 00:10:00,21009,28.333463761562562,28.333463761562562,1,10.232563493610748
2022-01-01 00:11:00,42036,105.03288661363715,105.03288661363715,2,10.255803836420565
2022-01-01 00:12:00,42550,52.511790490104765,52.511790490104765,5,10.279039606730183
2022-01-01 00:13:00,14613,27.706720926623657,27.706720926623657,4,10.302270389221443
2022-01-01 00:14:00,3139,38.239278974857136,38.239278974857136,2,10.325495768671033
2022-01-01 00:15:00,39456,34.24958087387611,34.24958087387611,2,10.348715329958393
2022-01-01 00:16:00,7476,109.2981067190777,109.2981067190777,3,10.371928658073612
2022-01-01 00:17:00,17449,19.982197181817718,19.982197181817718,4,10.395135338125304
2022-01-01 00:18:00,26785,33.55103463867734,33.55103463867734,2,10.418334955348517
2022-01-01 00:19:00,31762,10.442711392894727,10.442711392894727,3,10.441527095112605
2022-01-01 00:20:00,41111,1.9098222676949266,1.9098222676949266,4,10.464711342929121
2022-01-01 00:21:00,37166,47.16342015642234,47.16342015642234,2,10.4878872844597
2022-01-01 00:22:00,5673,58.23206795931958,58.23206795931958,2,10.511054505523935
2022-01-01 00:23:00,1044,11.679497796416719,11.679497796416719,3,10.534212592107254
2022-01-01 00:24:00,22484,237.40193287404696,237.40193287404696,4,10.557361130368793
